image_id,prediction_string
000000285910,56 233.304 120.962 64 551.407 194.920 75 510.674 156.142 83 72.586 96.695 119 79.481 283.043 167 452.932 205.218 236 152.489 266.502 241 56.271 215.804
000000286124,17 189.832 59.072 33 244.906 218.537 147 556.908 166.158 152 354.062 199.660 168 106.865 52.120
000000286176,22 274.465 289.681 61 335.954 61.468 71 585.566 313.545 94 546.761 156.105 107 104.331 229.033 135 361.350 338.442 238 97.500 38.320
000000286482,55 337.159 70.626 106 432.795 244.585 139 236.177 76.888 158 546.007 296.440 161 199.734 85.767
000000286554,65 610.522 139.223 228 105.506 270.285
000000287210,32 560.771 301.212 37 471.111 171.256 84 407.410 272.591 110 575.986 219.161
000000287741,28 135.061 54.748 63 146.243 201.475 102 264.379 103.000 146 508.272 207.929
000000288776,111 568.924 304.943 120 414.687 111.358 134 231.610 113.510 224 341.400 331.357
000000289341,13 279.687 221.215 34 602.430 321.937 51 96.899 123.904 59 475.188 79.958 61 306.691 37.889 225 469.645 240.913
000000289663,29 162.737 266.872 180 579.713 61.726 234 537.782 267.637
000000289972,5 97.212 342.286 41 589.695 122.644 58 81.010 115.887 86 183.107 16.851 191 446.174 152.201 218 328.724 273.261 220 487.739 228.405 235 525.903 265.151
000000290110,35 404.039 21.866 75 98.322 226.848 197 124.567 108.057 218 378.462 137.136
000000290378,5 617.303 137.133 34 40.061 217.358 38 506.126 131.450 115 253.585 291.850 184 300.700 31.743
000000290812,32 291.224 87.406 161 543.951 119.203 223 372.239 45.666 247 158.395 262.508
000000291451,117 67.544 69.694 180 66.565 290.374 183 105.524 323.176 198 483.471 278.816 199 262.456 55.278 244 364.454 294.406
000000291526,16 212.000 323.508 20 516.255 22.945 91 118.966 76.310 148 598.856 101.278
000000292278,98 335.575 123.551 106 555.563 194.847 115 95.706 296.151 134 563.893 289.424 142 300.174 250.897 172 569.783 22.765 174 58.035 257.472 188 468.225 173.909
000000292685,130 135.588 72.086 137 314.604 212.558 151 187.561 184.551 193 45.944 44.333 199 504.744 193.875 241 158.162 237.814
000000292741,11 568.311 303.753 96 604.393 210.979
000000292944,2 244.156 44.103 204 456.699 142.386
000000292993,104 196.412 87.772 143 118.139 95.346 155 275.932 280.305 182 72.535 210.542 202 221.208 55.432 213 311.530 334.107
000000293034,83 349.446 123.687 86 553.521 51.644 117 312.787 232.978 122 541.450 227.239 128 490.149 198.083 186 17.181 211.992 192 388.296 150.295 221 165.423 217.706 229 406.291 294.031
000000293081,16 237.505 309.841 32 593.149 271.091 67 557.442 70.139 87 286.566 161.418 108 348.713 160.995 112 374.364 320.179 131 447.178 210.696 142 611.211 203.302 154 111.102 105.546 225 212.163 254.803
000000293242,77 136.752 178.753 113 331.987 87.840 131 310.738 317.939 236 422.097 159.524 245 300.373 192.141
000000293853,14 462.377 188.808 43 67.541 76.325 160 60.857 227.225 191 590.352 136.367 222 370.895 311.267 243 89.382 147.867
000000294214,1 202.182 233.380 35 487.154 168.905 40 288.213 328.305 137 402.386 240.516 151 185.971 15.466 241 286.860 203.923
000000294238,4 574.500 102.297 10 254.590 250.010 25 66.760 34.382 49 254.473 132.300 79 137.791 208.699 188 489.226 19.987 228 287.684 145.524
000000294850,73 416.572 249.185 125 400.481 128.263 145 211.165 136.000 168 95.624 271.459 243 540.305 295.703
000000295114,114 238.732 77.057 133 178.463 237.283 146 575.652 142.411 176 481.133 124.621 230 569.975 208.661
000000295328,12 563.078 126.660 66 441.835 273.931 210 416.085 44.233 226 519.295 237.567
000000296208,28 86.590 211.477 131 397.289 28.076 179 125.290 253.723 182 565.905 74.006
000000296235,37 172.198 73.570 132 40.271 46.930 137 299.259 165.499 174 78.114 106.029
000000296410,18 577.920 196.978 52 139.592 204.819 108 306.811 326.119 116 475.263 70.764 187 561.042 93.229 188 65.976 65.447
000000296521,209 581.244 236.267 227 244.603 272.240 243 133.711 81.141
000000296523,91 113.505 325.714 143 485.629 300.350 221 129.938 215.259 231 504.654 211.512
000000296868,47 237.143 293.709 60 556.964 85.771 225 80.816 282.436
000000297146,52 491.190 177.870 83 522.496 321.761 213 88.565 317.639 218 335.663 260.105 221 102.650 184.234
000000297200,76 170.513 187.433 169 244.075 182.076 171 178.745 95.082 208 610.255 230.401
000000297269,44 493.651 310.565 76 119.554 304.470 87 314.779 306.681 133 74.795 185.344 178 277.424 293.904 193 553.654 155.941 230 196.306 96.227
000000297363,57 303.683 77.322 68 581.219 291.252 84 490.904 114.392 149 379.930 180.604 165 585.859 135.169 189 242.415 258.546
000000297451,9 294.539 191.528 37 575.181 266.998 89 232.277 310.743 126 273.494 302.886 201 570.522 86.495 232 564.123 333.042
000000297944,140 159.893 211.454 182 46.688 139.485 192 282.451 69.962 193 531.135 60.471 228 580.330 264.930
000000298081,33 523.364 81.790 63 476.780 147.254 177 464.110 275.161 184 565.332 31.826 192 149.687 122.157 238 422.421 168.259
000000298203,42 560.642 118.413 79 443.293 292.710 113 420.476 221.958 146 145.891 243.265 183 45.798 247.808
000000298501,4 343.176 122.268 43 470.276 42.627 74 239.132 333.020 78 172.380 306.017 114 117.117 296.007 225 392.665 235.362 233 231.225 228.655 235 484.920 217.996
000000298627,43 316.397 292.422 170 297.677 171.245 201 475.773 309.651
000000299029,10 412.673 192.305 44 109.677 60.572 64 467.944 64.110 202 378.606 56.005
000000299353,11 482.200 257.565 24 60.452 243.401 74 574.735 159.417 150 304.437 73.989 169 87.958 100.166 170 203.288 70.366 202 185.341 288.236
000000299560,2 415.181 100.408 58 122.252 157.425 68 186.595 268.109 69 177.470 78.029 141 581.470 229.365
000000299794,8 45.114 89.231 132 585.323 327.581 207 245.132 72.628
000000300103,2 474.970 56.288 35 151.608 41.990 75 342.162 15.579 89 411.036 275.490 116 248.958 265.109 182 505.516 342.324 229 52.206 254.380
000000300415,41 308.105 115.280 55 300.477 254.937 58 496.333 138.506 79 172.180 157.673 211 395.746 274.323
000000300690,17 544.400 263.241 65 575.870 104.362 124 335.580 136.109 187 138.004 142.084 232 383.886 282.091
000000300718,1 55.061 119.362 20 40.978 236.120 30 431.699 143.448 69 478.796 121.925 170 303.782 71.717 249 557.291 271.158
000000300721,168 101.245 66.415 197 103.675 261.072
000000301195,0 463.617 237.130 51 261.885 82.172 102 189.359 244.401 134 199.959 51.172 151 497.688 40.056 201 544.036 312.547
000000301251,18 369.936 22.233 75 194.640 119.134 101 460.065 214.877 119 181.567 256.419 139 595.880 208.975 185 104.472 147.467 186 475.246 124.082 188 288.650 145.287 240 396.629 286.149
000000301427,6 379.022 278.596 16 185.461 95.143 126 589.227 107.086 159 455.135 293.607 184 294.938 164.512 197 481.832 240.287
000000302260,42 312.598 220.670 60 100.202 309.264 79 146.420 40.280 119 28.491 75.363
000000302531,51 125.413 70.521 167 83.070 329.102
000000302842,73 137.370 108.028 84 413.068 243.365 136 322.743 91.212 190 563.367 274.223 233 470.351 62.776
000000303431,8 98.998 55.924 71 82.977 114.810 95 43.306 108.520 113 320.369 276.181 181 213.325 299.424 195 299.216 131.238
000000303471,3 593.640 222.840 6 211.923 152.753 57 303.387 65.655
000000304250,1 318.090 134.527 33 353.300 340.449 34 174.328 249.937 46 539.428 119.642 54 235.389 147.112 126 179.304 152.775 126 34.062 246.125 162 469.253 40.063 223 593.067 265.792
000000304389,24 589.129 158.499 40 471.655 344.558 111 180.815 256.135 136 239.828 27.813 195 307.769 118.085 228 377.303 186.771 230 400.486 113.787 244 486.770 202.558
000000304608,19 66.425 227.159 25 112.402 47.526 57 370.524 302.997 107 565.780 98.712 144 565.683 204.972 166 77.611 276.935
000000304937,39 474.919 136.676 124 107.744 77.849 154 561.252 167.610 155 536.265 336.956 199 580.160 270.997
000000305106,79 56.113 246.075 132 348.656 43.673 133 577.183 69.091 167 572.807 258.266 203 147.580 156.403 210 438.720 125.040
000000305224,147 180.350 122.724 152 520.790 159.586 159 591.953 134.134 183 248.284 311.210
000000305327,18 287.489 267.697 66 470.278 212.382 105 34.389 281.819 122 531.292 227.713 159 601.330 317.817 194 257.150 154.682
000000306275,33 375.946 143.718 186 591.954 80.012 229 373.715 57.209
000000306393,20 95.412 87.761 60 603.612 131.287 111 206.913 146.189 162 418.188 95.263 173 65.655 270.173 240 478.445 271.722
000000306560,13 414.301 67.423 18 316.461 105.866 27 161.456 205.674 34 132.139 71.679 44 333.115 249.704 143 214.546 51.881
000000307238,24 141.577 178.382 73 577.442 243.233 108 202.531 228.307 108 45.051 227.592 217 241.393 35.089
000000307249,65 304.739 98.351 121 472.841 28.254 149 242.164 78.782 192 121.510 41.961
000000307299,57 508.453 85.060 74 252.680 171.474 99 319.058 242.039 130 404.689 56.235 170 91.777 120.615 249 446.034 244.547
000000307514,43 141.105 305.790 82 272.664 295.463 97 319.823 30.063
000000307758,9 121.185 280.730 126 105.771 185.276 215 335.927 347.077
000000307930,27 268.677 97.644 47 549.233 312.393 107 27.812 222.457 184 106.142 233.256 195 259.465 304.108 201 485.782 75.910
000000308433,68 437.428 261.334 91 500.367 73.698 212 337.575 232.148 221 351.347 149.123
000000308528,17 309.255 83.116 69 572.173 39.527 76 256.867 208.020 99 65.929 95.177 120 142.405 75.045 156 160.274 158.255 232 120.805 308.542
000000308677,54 562.164 257.718 62 546.223 42.158 68 54.637 306.029 76 299.985 127.028 103 380.721 131.884 131 409.256 164.267 209 175.657 157.437
000000309169,16 203.103 294.902 90 594.244 83.206 151 431.416 79.549
000000309364,117 148.668 50.593 215 582.586 173.657 222 292.302 165.133
000000309424,19 70.595 111.714 45 452.163 249.213 76 209.065 318.693 141 330.784 304.635 165 304.158 156.865 188 146.746 158.886 240 519.870 303.858 241 188.712 61.293
000000309491,43 120.981 164.452 45 559.280 182.396 69 299.584 42.322 104 402.497 267.514
000000309633,2 498.488 126.749 13 421.224 86.259 26 496.242 254.738 66 601.115 186.560 81 547.839 27.620 113 592.727 304.405 209 585.143 132.146
000000309795,19 82.621 74.366 98 190.799 86.768 111 139.107 286.819 230 439.650 57.471
000000310833,30 379.918 286.693 33 174.697 117.904 61 304.473 265.302 104 565.342 77.175 141 338.188 316.838 190 151.610 217.302 210 86.351 261.704 220 474.007 243.069 228 562.439 285.661
000000311007,1 259.160 103.406 11 63.253 234.427 62 572.088 99.229 112 317.660 109.796 126 512.449 83.571 193 249.208 209.676
000000311374,46 227.509 324.255 164 237.793 141.289 177 382.463 131.976
000000311497,51 444.614 106.255 73 593.856 275.866 76 570.130 83.524 76 321.956 131.990 248 295.126 230.239
000000311501,100 524.701 299.159 106 615.296 260.909 113 105.102 291.914 137 331.579 122.279 171 439.578 244.313 230 388.238 141.109
000000312038,43 314.040 27.088 171 375.152 327.377 178 216.577 93.059 228 183.314 192.800 236 514.056 144.226
000000312233,13 526.035 118.152 23 533.607 275.644 56 420.572 115.466 63 39.634 237.383 79 299.915 84.338 119 583.819 52.369 246 240.493 100.128
000000312509,83 388.463 71.809 116 593.870 169.042 145 11.583 54.646 153 539.116 284.010 158 510.577 53.635 168 501.959 105.013 183 212.737 117.226 230 93.001 94.856 246 348.602 288.392
000000313214,37 544.992 239.971 44 261.381 41.437 49 241.074 275.079 57 160.322 255.440 145 477.740 163.535 181 291.920 235.724 210 583.637 295.617
000000313508,7 309.232 100.616 59 276.936 232.325 121 118.143 246.904 150 155.297 340.335 213 84.646 90.124 230 495.341 188.716
000000314645,35 448.159 165.820 137 73.103 139.906 154 521.053 112.354 208 310.308 297.523 209 150.844 274.835 214 255.934 214.888 216 234.668 38.860
000000314825,5 176.067 223.380 31 319.809 168.729 50 402.367 39.904 133 431.723 91.535 181 248.166 87.173
000000315383,74 353.022 259.579 97 126.187 56.441 146 484.983 236.756 177 568.121 275.314 214 229.904 266.839
000000315428,18 19.994 196.825 36 393.755 54.253 82 177.239 107.664 100 259.386 95.686 189 84.745 326.263 196 555.459 282.603 216 422.601 49.750
000000315611,47 384.056 124.314 49 130.423 193.127 68 276.507 58.324 130 455.762 64.551 161 589.451 247.205 222 248.542 117.768 240 425.752 224.677
000000315654,8 324.811 38.915 20 286.637 140.725 141 583.065 300.230 200 220.104 181.275 232 41.653 337.185
000000315997,1 550.651 238.110 45 427.752 85.393 46 479.422 61.492 139 249.009 227.040 226 381.433 206.646
000000316123,66 481.474 283.732 142 399.184 65.482 143 463.164 167.139 147 163.879 199.680 168 508.284 86.760 172 147.532 282.248 242 541.728 210.012
000000316237,37 119.241 313.775 57 401.199 124.395 81 600.396 299.816 125 64.396 34.443 196 544.332 153.198 203 616.862 144.124 234 187.584 48.077 235 258.668 84.811
000000316342,87 372.269 251.871 92 578.014 135.984 178 559.297 277.773
000000316585,13 305.567 163.767 101 185.151 110.533 144 564.273 252.674 155 604.547 139.664 215 522.057 282.381
000000316802,27 481.802 69.433 41 294.170 310.902 182 302.769 243.277 198 81.981 185.615 237 473.716 230.014
000000316970,96 88.598 155.379 142 589.288 220.592 194 355.830 87.226 232 451.079 178.159 238 557.852 90.377
000000317130,31 600.054 122.938 93 407.615 276.681 116 266.953 319.453 156 349.090 236.323 185 450.519 114.238
000000317172,33 312.511 200.716 59 199.005 284.457 66 158.182 305.194 125 150.001 117.883 136 79.226 24.306
000000317322,2 542.917 259.630 28 282.214 140.847 46 69.889 212.398 74 84.449 69.443 132 588.083 119.027 148 401.568 163.192 165 418.231 65.037 210 291.993 306.991 216 563.471 39.676
000000317563,28 508.417 38.927 101 45.053 66.234 108 243.469 107.898 141 316.873 292.962 189 373.680 61.693
000000318185,11 447.418 114.393 74 84.053 331.274 116 137.114 212.384 121 431.970 239.761 222 485.491 242.866
000000318813,95 350.970 88.660 144 184.140 48.755 200 250.779 194.276 207 304.832 256.381
000000319412,31 290.156 325.490 38 427.638 280.248 40 206.444 198.833 55 106.549 205.654 83 416.617 99.366 121 560.344 210.737 247 453.868 81.575
000000320374,24 211.670 65.540 71 381.964 67.415 124 91.347 223.711 237 268.100 281.620
000000320641,63 510.081 150.535 159 576.113 78.723 236 574.394 201.284
000000321588,133 146.200 191.356 145 508.951 240.765 174 585.834 291.143 225 350.329 323.782 246 534.163 305.063
000000321902,11 524.295 75.058 50 161.434 237.763 59 268.219 62.117 68 398.217 242.098 79 110.136 294.005 99 236.304 254.493 109 119.847 120.935 109 216.182 148.691
000000322394,23 210.989 225.847 51 282.835 300.620 233 489.883 160.007 237 463.733 249.169 248 60.706 165.351
000000323091,36 161.838 60.475 113 580.615 106.676 118 206.890 153.266 120 63.176 149.150 229 341.861 248.616
000000323116,28 63.566 223.225 37 79.154 114.399 114 263.328 182.544 140 227.394 156.815 161 287.734 301.662 235 190.823 72.325 247 262.690 87.140
000000323728,42 468.574 180.167 112 613.184 77.735 121 563.275 218.576 211 559.246 52.488 233 494.018 277.063
000000323797,16 165.776 37.278 161 498.043 177.202
000000324669,27 490.697 278.697 117 568.475 286.250 173 443.067 207.414 209 349.919 140.647 220 74.340 319.908
000000324924,23 93.685 281.584 30 105.637 234.504 83 451.888 273.435 87 619.934 47.877 91 241.737 84.518 99 415.028 80.990 144 179.168 217.687 173 82.742 74.897 202 459.767 119.059
000000325261,91 49.148 317.493 94 587.172 42.714 128 259.045 118.219 224 270.586 223.566 239 478.373 286.261
000000325328,4 537.809 163.601 26 67.416 90.114 200 555.716 258.429 213 69.394 229.327
000000325564,31 234.154 213.226 51 84.588 90.930 92 501.039 325.845 175 511.008 195.755 217 529.915 92.138 234 51.608 156.107
000000325867,19 557.831 90.788 113 272.159 83.030 118 372.097 310.858 189 114.475 194.970 233 253.087 50.192 243 279.957 202.683
000000326313,47 124.166 77.816 79 416.996 51.340 99 468.242 201.189 182 78.651 275.016 195 579.706 174.605 196 223.592 277.751
000000326493,49 560.535 227.390 49 413.632 119.776 74 560.969 176.401 157 504.611 167.539
000000327029,14 347.238 299.007 113 84.380 163.258 153 173.301 236.314
000000327404,4 596.048 179.824 170 310.353 81.148 183 150.246 287.951 232 400.706 30.658
000000327530,128 111.950 308.820 162 501.121 97.988 163 75.314 134.034 174 229.649 308.503
000000327578,10 24.566 27.228 35 154.727 87.630 48 348.389 295.791 121 527.918 191.467 129 66.973 165.480 175 266.911 253.541 203 627.966 343.419 212 10.750 194.431 228 554.860 253.480 243 552.822 146.802
000000327702,77 58.961 172.829 80 553.742 102.134 171 74.753 235.223 232 446.264 144.207
000000328110,47 312.713 92.114 109 458.534 85.154 123 62.582 113.400 153 135.999 289.722 162 315.977 171.302 225 551.203 222.629 233 407.109 189.317 236 282.890 74.150
000000328189,24 374.425 195.705 63 449.722 79.038 80 445.193 236.705 97 257.186 226.000 126 288.067 313.622 132 74.464 142.089 203 420.780 43.829
000000328797,31 555.387 62.658 96 343.313 61.907 101 86.889 264.316 105 390.782 297.178 132 235.347 327.193 180 390.346 131.271 230 577.520 232.962 239 184.623 71.955
000000329058,75 536.363 239.259 87 547.464 37.645 132 291.452 168.581 140 208.412 65.594 216 97.662 28.918 222 162.646 14.989 234 559.764 326.164
000000329457,37 484.556 150.637 150 245.521 331.745
000000329733,1 57.140 111.207 95 537.465 92.800 171 89.984 24.932 241 289.539 311.663
000000329954,37 331.739 82.617 98 118.501 289.428 175 372.178 56.610 225 137.600 82.866
000000330205,66 119.887 38.734 82 557.128 212.270 124 25.695 169.441 127 372.653 32.798 213 428.387 53.336
000000330806,40 562.374 124.400 66 158.571 213.912 105 26.925 242.635 110 581.093 262.115 172 460.768 180.123 184 116.176 64.787 203 270.922 317.889
000000331031,149 391.857 73.648 249 428.774 70.051
000000331113,89 307.164 227.577 96 60.481 261.056 197 449.152 285.948
000000331223,94 258.704 79.062 101 555.331 72.127 137 539.466 299.742 150 43.075 49.521 152 345.955 256.730
000000331453,47 525.425 108.739 92 233.278 168.522 171 569.765 285.944 211 128.830 113.062
000000331594,48 451.862 217.614 200 290.181 73.275 249 442.847 299.351
000000331697,8 393.376 241.866 75 322.809 261.447 91 59.595 64.975 220 192.986 113.087 224 534.363 330.495
000000331747,14 401.317 79.454 27 536.726 89.735 44 483.091 291.840 128 619.028 248.254 180 56.064 326.555 227 263.460 45.116 228 62.455 203.730
000000332502,33 68.138 164.736 47 415.137 277.890 209 226.052 135.116 212 478.286 130.865 230 322.583 155.870
000000332736,17 507.970 110.157 102 173.744 262.546 145 206.253 121.401 218 471.434 65.706 240 563.338 143.765
000000333363,70 118.244 259.555 96 220.674 276.159 125 571.068 321.620 146 536.084 65.910 158 361.286 158.073
000000333652,4 152.304 242.370 16 463.867 250.045 33 512.560 279.236 37 574.704 156.923 54 496.982 126.529
000000333831,15 376.244 226.153 62 572.354 47.529 78 95.902 249.905 203 281.775 75.081 221 423.745 68.586
000000334041,75 425.360 259.729 83 400.296 112.647 90 84.943 98.753 107 534.786 328.152 152 350.860 35.076 226 488.988 73.933 228 209.154 123.688 248 489.765 203.813
000000334714,40 514.007 51.122 75 98.776 83.417 242 431.482 118.290 246 296.270 247.131
000000334733,25 441.824 83.587 75 536.956 191.736 80 434.622 245.985 101 39.004 242.492 102 572.093 90.867 163 300.041 196.300 204 171.184 230.344
000000335434,31 452.365 157.963 66 539.258 216.016 94 281.714 39.159 117 298.686 306.103 129 538.927 19.123 203 190.037 319.072 220 552.043 124.535 220 256.370 271.304
000000335984,66 298.562 327.459 72 573.471 291.219 224 515.939 107.739 230 197.490 100.021
000000336491,10 145.458 172.373 95 575.332 314.327 124 127.440 113.075 156 216.218 262.469 187 211.368 57.761 187 515.070 21.898 194 66.517 275.681
000000336492,9 458.050 38.380 22 365.103 192.457 27 385.406 294.359 77 97.649 184.389 89 415.094 159.996 161 544.564 239.630 204 556.626 63.761
000000337087,65 307.570 189.234 81 134.750 275.355 95 472.405 160.843 159 123.418 200.508 197 611.009 284.843 239 447.598 227.923
000000337151,4 560.552 179.364 8 504.430 187.120 30 272.385 239.038 34 340.587 289.742 121 16.628 270.620 142 534.431 86.516
000000337579,15 424.602 51.135 114 157.340 131.860 131 92.541 145.968 183 294.108 142.314 198 366.891 264.819 239 517.795 270.326
000000337726,100 307.148 144.261 140 106.403 196.046 156 75.442 284.910 182 240.606 331.778 189 576.674 301.417 223 227.318 50.188
000000337985,79 547.235 83.497 91 365.598 61.608 120 400.710 218.713
000000338438,2 258.543 173.851 25 323.992 204.647 59 204.772 190.603 93 320.742 272.418 181 182.101 73.565 205 126.721 114.288 212 500.378 307.161
000000338439,33 530.410 65.147 82 74.569 142.582 173 386.870 232.183
000000338474,16 82.535 221.884 134 246.257 73.228 139 572.401 182.404 211 141.109 168.641 217 506.307 243.136 224 433.562 140.759
000000338531,140 60.947 225.198
000000338819,41 193.370 62.559 69 510.177 90.188 142 487.734 204.244 183 164.840 256.554 238 266.412 264.110
000000338884,33 218.931 318.160 122 368.223 280.043 178 418.826 142.188 220 131.893 314.238
000000340893,76 405.679 123.500 91 204.847 82.364 127 268.122 265.146 136 325.450 220.366
000000341247,22 197.310 216.140 44 561.438 279.205 51 106.701 335.468 147 170.733 18.052 154 525.859 73.606 212 282.808 183.737 247 66.938 181.402
000000341612,31 184.455 175.860 153 383.343 251.229 171 65.586 28.957 182 532.537 257.386 203 133.717 259.241 223 324.984 306.631 236 546.778 129.206
000000341756,8 529.113 76.224 59 88.180 196.699 79 469.057 64.338 233 362.053 106.914 244 93.866 24.041
000000342220,77 590.090 277.807 185 230.106 32.685 237 435.494 102.175
000000342273,112 135.658 56.458 115 86.137 254.627 232 387.492 260.285
000000344325,4 71.633 139.156 9 250.854 103.735 64 482.823 171.566
000000344488,90 101.859 201.218 202 225.966 318.806 207 219.150 141.577 246 87.338 112.931
000000344599,41 250.955 242.418 139 426.823 314.756 150 188.421 159.617 197 399.637 138.410 204 494.249 319.743 205 542.401 128.088 214 388.102 67.132 221 130.450 276.027 244 77.758 295.228
000000344935,5 78.226 102.156 16 182.377 104.936 19 118.811 53.710 135 615.113 234.642 246 96.068 254.551
000000345019,130 488.433 102.536 158 257.044 72.482 177 271.256 162.226 207 94.374 264.961 219 465.509 155.199 240 142.043 72.136
000000345114,7 20.716 121.759 16 312.001 46.882 51 133.031 118.404 176 142.575 218.832 247 259.087 240.880
000000345142,78 559.639 99.884 86 518.915 307.880 90 377.779 85.313 96 142.408 306.235 122 474.364 34.977 140 88.882 223.466 147 306.476 243.999 243 217.203 92.427
000000346041,36 557.479 116.266 46 218.653 158.457 61 364.358 177.085 79 487.400 137.116 176 436.700 293.120 216 330.616 305.243 225 147.014 147.287 241 144.296 319.317
000000346645,67 143.034 223.969 124 91.036 172.178
000000346788,94 264.086 109.244 111 102.804 130.927 119 115.963 194.401 141 523.133 190.991 148 78.924 47.893 194 413.345 174.412 242 482.303 86.452
000000346795,17 270.069 117.874 65 475.939 186.580 99 567.209 124.401 114 193.503 271.792 227 66.844 275.252
000000346924,7 188.640 121.847 53 44.881 178.272 64 553.455 294.072 90 173.922 329.886 172 89.583 141.912 190 586.248 117.394 235 454.005 111.053
000000347111,7 134.767 196.420 83 101.227 319.191 104 92.476 130.784 122 42.431 90.944 150 478.795 339.475
000000347167,11 480.102 222.795 143 325.096 211.055 148 559.911 133.455 160 168.282 155.708 174 159.639 316.801
000000347217,48 368.250 105.931
000000347438,25 295.577 56.554 107 47.141 156.325 121 125.188 93.165 168 321.269 222.445 221 347.332 93.019
000000347467,16 569.152 74.386 36 309.105 282.153 118 196.744 48.126 214 416.836 47.281 222 161.546 195.819
000000349437,22 584.469 279.133 129 32.902 123.169 155 481.535 264.628 211 369.147 311.563 217 217.787 249.407
000000349784,48 138.170 135.702 60 433.954 266.688 162 35.220 59.872 199 132.690 274.411 200 301.685 296.534 216 245.202 214.816 244 545.980 161.941
000000349794,10 100.770 293.414 84 201.680 144.241 147 362.218 252.570 150 553.199 269.988 154 53.013 93.286 245 314.906 63.707
000000350070,23 254.326 324.669 71 146.794 176.768 163 146.195 131.275
000000350081,56 527.207 289.484 90 469.190 37.159 116 12.905 185.082 219 272.676 128.243 222 346.072 58.310 227 98.007 293.176 248 332.836 169.974
000000350267,50 49.612 301.475 181 532.389 285.172 189 418.005 211.922 220 133.614 313.329 221 194.293 277.180 248 366.787 79.260
000000350363,58 487.541 33.720 134 557.716 132.437 174 308.581 271.609 217 490.506 214.925
000000350585,30 224.703 241.176 71 329.556 247.819 112 541.599 40.355 118 162.688 317.247 239 521.574 90.133
000000350670,60 405.428 213.739 61 370.338 154.980 74 242.161 307.701 132 286.552 242.978 151 603.860 335.045 158 326.067 89.106 159 132.785 81.558 171 504.096 295.457 182 189.728 42.056 216 182.560 320.207
000000350675,19 432.395 122.145 31 64.174 140.909 133 150.153 95.265 173 279.717 258.360 212 511.468 85.229 237 604.293 298.045
000000350690,113 604.753 314.975 138 73.183 207.524 208 367.298 104.859
000000351608,120 149.197 75.826 209 537.179 117.589
000000351966,51 535.568 317.625 136 229.226 227.297 141 106.413 124.843 190 240.592 316.893
000000352498,33 439.802 57.208 71 401.716 179.177 160 564.196 292.629 196 160.091 77.587 234 538.005 240.493 240 272.831 117.609 248 122.303 271.383
000000352739,7 588.524 229.940 96 42.380 281.382 202 521.188 264.561 216 187.069 123.479 249 230.694 242.377
000000353012,151 237.194 50.794 205 336.457 244.777
000000353298,6 268.386 238.149 8 59.056 124.096 104 65.762 230.067 197 512.558 255.297
000000353610,110 494.440 88.483 167 328.626 73.397 248 454.318 293.925
000000353989,5 517.273 225.647 37 130.580 104.869 37 199.792 299.290 146 38.856 194.737 168 85.067 109.281 202 515.582 47.765 203 274.123 195.873 216 197.625 154.695
000000354094,59 599.868 175.693 70 348.957 319.288 96 244.870 95.179 161 87.376 217.298 178 455.668 69.596 224 337.672 200.075
000000354095,37 52.625 163.564 53 338.863 304.862 66 447.025 118.357 66 423.202 308.010 138 339.709 252.947 205 49.150 97.269
000000354298,45 146.661 255.092 59 370.248 289.560 79 279.209 299.413 160 219.311 60.280 195 606.392 264.989 249 342.928 97.973
000000354480,49 124.612 220.587 159 236.886 250.627 183 614.098 120.237 222 548.323 217.636
000000354544,42 306.244 305.480 76 372.283 93.496 127 74.586 96.548 154 219.847 257.690 216 151.228 225.648
000000354644,48 569.174 314.157 67 335.451 258.485 98 365.606 34.782 136 146.097 102.215 154 179.061 89.326 197 204.175 287.159
000000354716,76 356.637 213.321 240 296.827 124.863
000000354843,59 524.193 286.512 72 197.887 80.737 124 258.896 130.325 164 268.018 204.377 242 143.312 114.122
000000355081,72 419.108 218.742 74 549.780 216.944 87 40.460 115.202 159 388.129 157.417 166 577.498 111.646 200 47.846 225.684 230 470.363 322.389
000000355119,24 570.983 294.573 61 31.336 239.720 90 445.850 117.614 130 208.759 153.060 190 460.593 263.050
000000355578,17 568.073 292.662 53 128.482 95.997 107 229.190 304.572 111 573.292 101.199 177 480.224 71.286
000000355871,15 246.431 14.753 77 477.139 246.214 143 253.917 202.526 226 144.137 105.838
000000355968,14 304.357 140.195 108 37.396 35.776 116 550.764 75.301 126 373.339 22.405 200 387.575 132.695
000000356476,27 454.685 132.438 42 291.055 202.828 45 407.759 264.915 74 420.770 191.362 149 520.763 204.721 181 183.615 146.806 188 611.169 209.882
000000356507,12 117.410 99.172 76 393.718 235.992 79 479.193 209.392 97 521.537 104.477 155 339.862 107.121 187 271.874 246.176 223 367.816 290.095
000000356654,9 487.049 179.863 131 165.467 285.005 136 597.469 76.387 198 419.246 63.939 212 89.631 238.736 245 255.679 24.117
000000356851,40 89.793 325.599 100 57.192 184.213 112 135.111 91.745 133 423.985 130.367
000000357587,71 295.664 206.150 136 32.297 176.007 177 318.193 146.863 236 354.833 294.333
000000357800,1 533.575 73.807 45 450.074 79.413 167 307.056 48.889
000000358118,139 362.717 122.415 175 372.015 341.258 227 444.426 280.792 243 326.647 263.563
000000358345,14 409.964 48.946 20 113.158 301.840 43 101.241 104.470 90 476.778 296.230 109 184.357 98.596 167 294.464 101.963 230 388.343 199.580
